a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childF	founder1	98593	0.796192	0.203807	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101904	0.000000	0.000000	0.050952	0.000000	0.000000	0.000001	0.000000	0.000001	0.101904	0.000000	-164408.635163	98	-1	0.993130	3.287591e-01,1.762884e-01,2.003548e-02,1.735824e-01,1.852669e-01,4.314415e-02,1.961164e-02,4.090437e-02,1.240762e-02	0.214000	0.391216	0.131733	-179727.905356	10	2	deam	GP	2	ngsrelate
childG	founder1	98588	0.700362	0.299548	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.149863	0.000001	0.000001	0.074931	0.000000	0.000000	0.000090	0.000000	0.000090	0.149864	-0.000000	-167420.301071	122	-1	0.993080	3.285711e-01,1.684036e-01,1.812780e-02,1.720188e-01,1.861517e-01,4.186563e-02,2.149838e-02,4.762122e-02,1.574169e-02	0.212870	0.396459	0.133256	-181021.498446	10	2	deam	GP	2	ngsrelate
childG	founder2	98565	0.615853	0.382882	0.001265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192706	0.000000	0.000000	0.096353	0.000000	0.000000	0.001266	0.000000	0.001266	0.192706	0.000000	-172209.142605	106	-1	0.992848	3.231191e-01,1.683781e-01,2.362170e-02,1.614383e-01,1.862383e-01,5.241660e-02,1.760656e-02,4.675335e-02,2.042803e-02	0.221374	0.396071	0.129490	-183713.654315	14	2	deam	GP	2	ngsrelate
childH	founder4	98591	0.749264	0.239302	0.000012	0.000000	0.000000	0.011423	0.000000	0.000000	0.000000	0.119663	0.011423	0.000000	0.059831	0.000000	0.000000	0.000012	0.000000	0.000012	0.125374	0.005711	-168781.994388	70	-1	0.993110	3.414872e-01,1.886354e-01,2.522609e-02,1.416495e-01,1.662313e-01,4.701957e-02,2.822697e-02,4.606067e-02,1.546327e-02	0.321558	0.348626	0.078490	-183050.199992	10	2	deam	GP	2	ngsrelate
childB	childI	99409	0.187469	0.557734	0.080962	0.153141	0.020694	0.000000	0.000000	0.000000	0.000000	0.375350	0.000000	0.173835	0.190262	0.000000	0.010347	0.080962	0.000000	0.080962	0.457094	-0.076571	-156566.371151	154	-1	0.999970	4.142892e-01,9.773215e-02,2.299215e-02,1.611034e-01,1.692101e-01,6.572826e-02,1.185513e-02,2.956854e-02,2.752104e-02	0.205941	0.435010	0.143694	-170559.605731	6	10	deam	GP	2	ngsrelate
childD	founder0	99408	0.694394	0.305468	0.000137	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.152872	0.000001	0.000001	0.076436	0.000001	0.000000	0.000137	0.000000	0.000137	0.152872	-0.000000	-163080.585630	98	-1	0.999960	3.313980e-01,1.685024e-01,2.173234e-02,1.687879e-01,1.828047e-01,4.482990e-02,1.952549e-02,4.554392e-02,1.687534e-02	0.225694	0.389840	0.126424	-178050.304892	5	10	deam	GP	2	ngsrelate
childD	founder1	99408	0.720308	0.279470	0.000222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139957	0.000000	0.000000	0.069978	0.000000	0.000000	0.000222	0.000000	0.000222	0.139957	-0.000000	-161623.827472	94	-1	0.999960	3.349611e-01,1.667200e-01,1.993801e-02,1.705542e-01,1.834788e-01,4.238865e-02,2.179965e-02,4.556786e-02,1.459175e-02	0.227479	0.392915	0.126237	-177060.630451	5	10	deam	GP	2	ngsrelate
childE	founder0	99409	0.739090	0.260897	0.000013	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.130461	0.000001	0.000001	0.065231	0.000000	0.000000	0.000013	0.000000	0.000013	0.130462	-0.000000	-160181.009410	102	-1	0.999970	3.349397e-01,1.739098e-01,2.323496e-02,1.677423e-01,1.841951e-01,4.632193e-02,1.703902e-02,3.873071e-02,1.388657e-02	0.218648	0.394440	0.130358	-176144.277108	6	10	deam	GP	2	ngsrelate
childE	founder1	99409	0.783700	0.216291	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108154	0.000000	0.000000	0.054077	0.000000	0.000000	0.000008	0.000000	0.000008	0.108154	0.000000	-158749.931641	102	-1	0.999970	3.368165e-01,1.740195e-01,2.125873e-02,1.710699e-01,1.831089e-01,4.406187e-02,1.942502e-02,3.864548e-02,1.159410e-02	0.222183	0.390857	0.128135	-175279.896251	5	10	deam	GP	2	ngsrelate
childF	founder0	99409	0.735925	0.264002	0.000071	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.132072	0.000003	0.000001	0.066036	0.000001	0.000000	0.000072	0.000000	0.000072	0.132074	0.000000	-160666.930317	62	-1	0.999970	3.344331e-01,1.737645e-01,2.256410e-02,1.671585e-01,1.824880e-01,4.664396e-02,1.814163e-02,4.057516e-02,1.423115e-02	0.223060	0.389226	0.127442	-176709.401733	5	10	deam	GP	2	ngsrelate
childF	founder1	99409	0.779318	0.220648	0.000031	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.110355	0.000003	0.000003	0.055178	0.000000	0.000000	0.000034	0.000000	0.000034	0.110358	0.000000	-159239.256680	94	-1	0.999970	3.358362e-01,1.741408e-01,2.075658e-02,1.714342e-01,1.814149e-01,4.348009e-02,2.003526e-02,4.021974e-02,1.268210e-02	0.224854	0.385934	0.126033	-175829.231176	5	10	deam	GP	2	ngsrelate
childG	founder1	99407	0.687654	0.312284	0.000061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156204	0.000000	0.000000	0.078102	0.000000	0.000000	0.000062	0.000000	0.000062	0.156204	0.000000	-162793.029737	78	-1	0.999950	3.348871e-01,1.656433e-01,1.887747e-02,1.704678e-01,1.817400e-01,4.244990e-02,2.195708e-02,4.838777e-02,1.558951e-02	0.224687	0.388513	0.126603	-177497.687092	5	10	deam	GP	2	ngsrelate
childG	founder2	99410	0.603660	0.396311	0.000027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.198184	0.000002	0.000001	0.099093	0.000001	0.000001	0.000027	0.000001	0.000028	0.198184	-0.000000	-167973.344759	78	-1	0.999980	3.288128e-01,1.670007e-01,2.357394e-02,1.605132e-01,1.810162e-01,5.314623e-02,1.816299e-02,4.684209e-02,2.093184e-02	0.230570	0.385765	0.123544	-180447.440890	5	10	deam	GP	2	ngsrelate
childH	founder4	99410	0.722407	0.254344	0.000002	0.000000	0.000000	0.023246	0.000000	0.000000	0.000001	0.127175	0.023247	0.000001	0.063588	0.000001	0.000001	0.000002	0.000001	0.000003	0.138798	0.011623	-164147.638949	230	-1	0.999980	3.483339e-01,1.864083e-01,2.596936e-02,1.398031e-01,1.613237e-01,4.693396e-02,2.850676e-02,4.709455e-02,1.562631e-02	0.337682	0.339832	0.070497	-179430.728312	5	10	deam	GP	2	ngsrelate
